,num_sequences,unique_locations,total_visits,loc_entropy,normalized_entropy,top_1_concentration,top_3_concentration,top_5_concentration,target_in_history_rate,target_normalized_entropy,most_frequent_loc_pct
33,121.0,5.0,1229.0,1.3698232924595608,0.5899507807652465,48.08787632221318,97.55899104963385,100.0,96.69421487603306,0.5979145664898005,48.08787632221318
34,127.0,30.0,1049.0,2.641599054244202,0.5383448036539337,57.86463298379408,73.97521448999046,79.31363203050525,78.74015748031496,0.48846007019279036,57.86463298379408
35,161.0,27.0,4180.0,3.2440609719739135,0.682258196539428,34.23444976076555,65.57416267942584,75.9090909090909,82.6086956521739,0.6908541043742686,34.23444976076555
36,219.0,42.0,5767.0,3.571043219419341,0.6622464776153917,26.63429859545691,62.92699843939656,71.44095717010578,74.42922374429224,0.6752544124258923,26.63429859545691
37,304.0,51.0,8131.0,1.6580314115545955,0.29229673580478255,81.78575820932235,84.38076497355799,85.94268847620219,82.56578947368422,0.3103181149911606,81.78575820932235
38,228.0,12.0,4958.0,2.164049106888531,0.6036462324091836,38.82613957240823,84.67123840258168,93.96934247680517,88.59649122807018,0.6065923299690323,38.82613957240823
39,206.0,46.0,2379.0,4.233473222609512,0.7664389856199914,19.4619588062211,45.10298444724674,57.46111811685582,55.33980582524271,0.7979482271383679,19.4619588062211
40,960.0,52.0,48582.0,1.1535279474402962,0.20235771352327547,87.22160470956322,91.35276439833683,92.47663743773414,91.97916666666667,0.22006165902565797,87.22160470956322
41,163.0,18.0,2874.0,1.9161692061131421,0.4595212636798909,46.34655532359081,88.86569241475296,93.1106471816284,87.11656441717791,0.48990677015347467,46.34655532359081
42,130.0,25.0,1057.0,2.6807063137760045,0.5772586842113314,49.00662251655629,78.3349101229896,83.34910122989592,78.46153846153847,0.5426820452772563,49.00662251655629
43,204.0,26.0,4569.0,2.408438444289774,0.512385774248851,47.9317137229153,84.19785511052747,89.36309914642153,87.74509803921569,0.5735528664676538,47.9317137229153
44,38.0,22.0,221.0,2.99239162612533,0.6710253417989932,51.13122171945701,62.44343891402715,71.49321266968326,57.89473684210527,0.7016492796696376,51.13122171945701
45,191.0,33.0,2069.0,2.9192661867814538,0.5787149294259994,46.35089415176414,72.69212179797003,81.7303044949251,76.43979057591623,0.5711204065869259,46.35089415176414
46,70.0,12.0,758.0,2.1311382043812683,0.5944659683197706,59.36675461741425,81.53034300791556,89.05013192612137,82.85714285714286,0.6042756858112595,59.36675461741425
47,147.0,16.0,1514.0,2.225441887009057,0.5563604717522642,32.694848084544255,89.56406869220608,94.45178335535006,86.39455782312925,0.6035274341376415,32.694848084544255
48,131.0,5.0,2122.0,1.568149535196636,0.6753652443628784,47.07822808671065,94.20358152686144,100.0,94.65648854961832,0.6528212733366429,47.07822808671065
49,126.0,9.0,1126.0,1.9025973309697437,0.6002026325872266,42.273534635879216,91.3854351687389,96.18117229129662,92.85714285714286,0.6105856984433321,42.273534635879216
50,93.0,6.0,969.0,2.222683324443289,0.8598512836542898,32.19814241486068,75.33539731682146,99.79360165118679,94.6236559139785,0.9522941097232251,32.19814241486068
51,252.0,41.0,5592.0,3.1461215440186265,0.5872311722418642,35.997854077253216,70.60085836909872,75.42918454935622,77.38095238095238,0.6079722923177135,35.997854077253216
52,191.0,36.0,3761.0,2.8967797468066925,0.5603136884961668,36.61260303110875,71.94894974740761,85.77505982451476,81.15183246073299,0.6255034438074197,36.61260303110875
53,416.0,45.0,8130.0,3.969419924676976,0.722783340167971,20.66420664206642,50.147601476014756,66.0639606396064,73.3173076923077,0.7259787365329052,20.66420664206642
54,116.0,14.0,1670.0,1.3441502398409888,0.35304043551436787,80.89820359281437,88.32335329341318,92.45508982035928,84.48275862068965,0.3693381463585627,80.89820359281437
55,31.0,6.0,374.0,1.9335433597948606,0.7479966766463492,37.70053475935829,92.7807486631016,98.93048128342245,83.87096774193549,0.7820351324278813,37.70053475935829
56,135.0,15.0,1818.0,1.978480484244698,0.5064079568720401,42.13421342134213,90.75907590759076,93.61936193619363,86.66666666666667,0.5128966014331601,42.13421342134213
57,18.0,3.0,105.0,1.0551090486453227,0.6656996920528084,56.19047619047619,100.0,100.0,94.44444444444444,0.7896900821428475,56.19047619047619
58,263.0,39.0,7088.0,3.311749570845566,0.6265842094338211,36.371331828442436,69.08860045146726,76.38261851015801,80.98859315589354,0.6817071790683128,36.371331828442436
59,368.0,60.0,6722.0,3.1635709145826514,0.5355729657384564,36.462362392145195,74.90330258851532,80.31835763165725,77.98913043478261,0.5448590069303179,36.462362392145195
60,14.0,9.0,53.0,2.1440598206274744,0.6763755671354779,58.490566037735846,75.47169811320755,88.67924528301887,78.57142857142857,0.61782668600028,58.490566037735846
61,362.0,74.0,7050.0,3.3719168532210477,0.543029580008692,40.85106382978723,71.61702127659575,75.43262411347517,73.20441988950276,0.5569496777934484,40.85106382978723
62,175.0,9.0,3332.0,0.6146525569377151,0.19390129314038942,92.25690276110444,95.34813925570228,97.44897959183673,94.28571428571428,0.18260297475775644,92.25690276110444
63,179.0,7.0,6681.0,1.2333412573020883,0.4393250200078483,48.450830713964976,98.24876515491692,99.76051489298008,98.32402234636871,0.5019835014811905,48.450830713964976
64,95.0,28.0,1212.0,2.881345711680541,0.5993619689821637,37.12871287128713,75.08250825082509,79.04290429042904,70.52631578947368,0.6625129428794931,37.12871287128713
65,423.0,63.0,8077.0,3.346716583440222,0.5599062828365242,30.53113779868763,71.74693574346911,80.32685402996161,77.54137115839244,0.5427937919987326,30.53113779868763
66,52.0,22.0,280.0,1.989662394569932,0.4461695042602601,71.78571428571429,77.85714285714286,82.85714285714286,75.0,0.45606151502576797,71.78571428571429
67,273.0,54.0,4034.0,3.7494084801892003,0.6515172501251612,40.77838373822509,56.59395141298958,66.85671789786812,66.30036630036629,0.6676135573138247,40.77838373822509
68,91.0,26.0,895.0,3.3759007535158503,0.7182095624983221,40.33519553072626,60.78212290502793,69.60893854748603,62.637362637362635,0.7246175658703203,40.33519553072626
69,94.0,5.0,1016.0,1.4796895176685896,0.6372675884867873,51.37795275590551,99.70472440944881,100.0,97.87234042553192,0.922805847606637,51.37795275590551
70,367.0,33.0,6310.0,2.426880809547618,0.48110451961597894,38.76386687797147,83.88272583201268,88.87480190174327,83.92370572207084,0.4939866460455465,38.76386687797147
71,104.0,39.0,698.0,3.63655308599009,0.6880371512715081,45.98853868194843,52.865329512893986,59.16905444126075,59.61538461538461,0.6633979357328802,45.98853868194843
72,323.0,53.0,12614.0,2.5682506307243482,0.44837400433491154,54.534644046297764,80.37101633106073,84.0019026478516,81.42414860681114,0.4687532434501051,54.534644046297764
73,249.0,19.0,5387.0,2.84285875284602,0.6692342898623179,23.426768145535547,67.29162799331725,86.93150176350474,88.35341365461848,0.704495873902278,23.426768145535547
74,185.0,25.0,2691.0,2.3642704246282182,0.5091179244168003,46.636937941285765,85.95317725752508,89.223337049424,84.86486486486487,0.5268552605115957,46.636937941285765
75,165.0,14.0,1716.0,2.5446371946425734,0.6683477760112205,41.84149184149184,76.8065268065268,87.41258741258741,82.42424242424242,0.6863329724976138,41.84149184149184
76,633.0,39.0,19347.0,2.946594780490016,0.5574967918192437,35.40600609913682,77.45903757688531,83.99751899519305,87.83570300157977,0.5647772994719741,35.40600609913682
77,327.0,38.0,5578.0,2.328165272784446,0.44363518109204036,43.36679813553245,85.13804230907135,87.98852635353173,86.54434250764525,0.43627549831862894,43.36679813553245
78,617.0,82.0,28913.0,4.450597822820306,0.7000489841982294,28.57192266454536,45.923978833050874,56.02670079203127,79.4165316045381,0.7147400619196268,28.57192266454536
79,260.0,60.0,7746.0,4.103392710733896,0.6946789760732264,29.021430415698426,54.841208365608054,66.3180996643429,77.6923076923077,0.6825264468556307,29.021430415698426
80,860.0,24.0,37084.0,0.45012336215476956,0.09817383720891303,95.27019738970985,97.35195771761407,97.94790206018769,95.81395348837209,0.12065791671361045,95.27019738970985
81,300.0,23.0,6207.0,2.24223309594482,0.4956786527357026,44.48203641050427,84.2274850974706,88.99629450620267,87.33333333333333,0.5421234911236046,44.48203641050427
82,210.0,18.0,2246.0,2.238565959762959,0.5368360243862117,39.31433659839715,87.80053428317008,92.16384683882458,89.52380952380953,0.5104227384143235,39.31433659839715
83,265.0,74.0,3262.0,4.900120878592064,0.789138848471847,14.438994481912937,35.407725321888414,46.78111587982833,49.81132075471698,0.8001454800752283,14.438994481912937
84,296.0,25.0,4182.0,2.449157355761275,0.5273973300796994,43.63940698230512,81.15734098517456,88.21138211382113,83.1081081081081,0.5197815662820757,43.63940698230512
85,277.0,64.0,3800.0,4.572432877054407,0.7620721461757345,26.710526315789473,40.6578947368421,50.21052631578947,55.95667870036101,0.7641406561948099,26.710526315789473
86,155.0,8.0,2355.0,2.174517714248085,0.724839238082695,29.00212314225053,78.25902335456476,98.47133757961784,96.7741935483871,0.7439314087848614,29.00212314225053
87,320.0,37.0,7623.0,3.5927302686084364,0.6896559036909005,23.337268791814246,58.33661288206743,72.45179063360881,83.4375,0.6816451659519753,23.337268791814246
88,47.0,14.0,236.0,2.0082024612996316,0.5274534427208959,66.52542372881356,80.50847457627118,87.28813559322035,78.72340425531915,0.47899561734536433,66.52542372881356
89,169.0,30.0,1533.0,2.9059364056122376,0.5922154466237622,42.00913242009132,73.77690802348337,82.12654924983693,75.14792899408283,0.5814077161794982,42.00913242009132
90,175.0,15.0,2802.0,3.0388861654278534,0.7778273005247875,25.767309064953604,61.74161313347609,81.01356174161313,89.71428571428571,0.7541040001239675,25.767309064953604
91,71.0,9.0,771.0,1.9769353464289456,0.6236536654745592,47.211413748378725,85.73281452658884,94.8119325551232,88.73239436619718,0.6504970867636485,47.211413748378725
92,128.0,36.0,2652.0,3.955901562288444,0.7651758122573967,20.173453996983408,48.94419306184012,63.87631975867269,64.84375,0.7887698498600278,20.173453996983408
93,292.0,29.0,3893.0,2.5437106520966632,0.5236147804299643,39.044438736193165,84.81890572823015,87.59311584895967,85.95890410958904,0.500623174924126,39.044438736193165
94,339.0,47.0,6791.0,3.89497254218377,0.7012170740607349,21.513768222647624,46.664703283757916,63.98174053894861,80.53097345132744,0.710666513346701,21.513768222647624
95,563.0,108.0,18693.0,4.2113071058256555,0.6234459277784937,31.72845450168512,59.26282565666292,64.88525116353715,69.80461811722914,0.6064071990186094,31.72845450168512
96,656.0,89.0,20396.0,3.666149379485268,0.5661365494067526,25.441262992743674,70.25397136693469,75.71582663267307,76.82926829268293,0.5690306292516579,25.441262992743674
97,472.0,51.0,10112.0,2.2653446519933116,0.39936085808508387,45.272943037974684,87.0253164556962,89.07238924050634,86.65254237288136,0.40238171615197094,45.272943037974684
98,237.0,11.0,4815.0,2.008108130361973,0.5804734279306223,46.81204569055036,88.72274143302181,96.78089304257529,92.40506329113924,0.6180105850688334,46.81204569055036
99,22.0,4.0,166.0,0.4230362919081435,0.21151814595407176,93.97590361445783,98.19277108433735,100.0,86.36363636363636,0.5424031774227569,93.97590361445783
100,143.0,21.0,2275.0,2.432527709124953,0.5538141884987073,45.582417582417584,82.37362637362638,88.08791208791209,80.41958041958041,0.5781657117279239,45.582417582417584
101,173.0,11.0,2311.0,1.7777901799760323,0.5138966096044184,45.910861099091306,90.48031155344007,95.49978364344439,93.0635838150289,0.557366657286693,45.910861099091306
102,266.0,26.0,3240.0,2.138620530323902,0.45498307787461084,45.18518518518518,86.88271604938271,90.37037037037037,87.59398496240601,0.4553854488564612,45.18518518518518
103,115.0,21.0,2056.0,2.962221442982583,0.6744096926192916,33.17120622568093,67.99610894941634,77.96692607003891,78.26086956521739,0.7969679099207836,33.17120622568093
104,64.0,11.0,602.0,2.2919750801554124,0.6625293784700513,46.013289036544855,81.72757475083057,90.19933554817275,84.375,0.7344064473501759,46.013289036544855
105,116.0,5.0,1305.0,1.5827712497508288,0.6816624740602097,45.67049808429119,98.00766283524905,100.0,98.27586206896551,0.8875569838568402,45.67049808429119
106,204.0,26.0,3628.0,3.1951878192097074,0.6797635988986421,29.41014332965821,61.87982359426682,79.76846747519294,84.31372549019608,0.6888536538891837,29.41014332965821
107,64.0,12.0,628.0,1.787513972562089,0.49861441289902203,44.42675159235669,91.2420382165605,94.7452229299363,89.0625,0.5769244702144419,44.42675159235669
108,402.0,32.0,8859.0,1.933006817477754,0.3866013634955508,44.147194942995824,89.41189750536178,91.87267185912631,90.29850746268657,0.39696354905497316,44.147194942995824
109,129.0,32.0,1557.0,2.739405474452085,0.5478810948904169,43.15992292870906,75.91522157996147,83.30122029543995,75.96899224806202,0.5965558821879263,43.15992292870906
110,1398.0,57.0,84447.0,2.5318051633567626,0.43405672954718183,55.63489525974872,80.20296754177177,85.28544530889197,91.9170243204578,0.45395973533130346,55.63489525974872
111,283.0,39.0,5117.0,2.935653117824116,0.5554266253091431,31.44420558921243,78.03400429939418,85.3234316982607,84.80565371024736,0.5761189576493904,31.44420558921243
112,137.0,71.0,1836.0,4.653611714604229,0.7567159468792993,25.871459694989106,46.45969498910675,53.05010893246187,46.715328467153284,0.7837393169430633,25.871459694989106
113,302.0,1.0,8281.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0
114,396.0,45.0,11506.0,2.5104718216231037,0.45712654318829227,45.59360333738919,81.40969928732835,87.00677907178863,88.13131313131312,0.46706515397176135,45.59360333738919
115,317.0,64.0,7363.0,3.007363977197938,0.5012273295329897,45.86445742224637,76.05595545294038,78.94879804427543,77.28706624605678,0.48512031320779286,45.86445742224637
116,264.0,33.0,5284.0,3.1080098565861425,0.6161314487023903,33.043149129447386,70.83648750946253,82.28614685844057,81.06060606060606,0.6404443171670995,33.043149129447386
117,42.0,10.0,404.0,2.136975441606375,0.6432937079208014,39.603960396039604,87.37623762376238,93.8118811881188,83.33333333333334,0.7635945938706467,39.603960396039604
118,297.0,22.0,3531.0,2.177236314288844,0.48823179734150934,43.95355423392807,85.49985839705467,89.46474086661003,85.52188552188552,0.48967547987100435,43.95355423392807
119,100.0,14.0,1389.0,2.242256755649142,0.5889276943052533,41.68466522678186,84.80921526277898,91.07271418286537,87.0,0.6750359474931944,41.68466522678186
120,277.0,15.0,9483.0,2.125666405057659,0.5440813744431395,39.57608351787409,88.68501529051987,94.3477802383212,95.66787003610109,0.5824031960925192,39.57608351787409
121,153.0,58.0,3171.0,4.000233929588884,0.6828690521386318,38.252917060864085,54.24156417533901,61.999369284137494,60.78431372549019,0.729344208359708,38.252917060864085
122,64.0,5.0,558.0,1.8479636912495712,0.7958746419919678,51.075268817204304,88.17204301075269,100.0,89.0625,0.7705342880767793,51.075268817204304
123,215.0,18.0,4957.0,1.3358864789754579,0.3203622315781208,82.16663304417995,88.07746620940084,91.8902562033488,87.44186046511628,0.300430175106352,82.16663304417995
124,475.0,38.0,9905.0,2.755769294032369,0.5251157313002002,28.591620393740534,80.6663301362948,88.51085310449268,87.57894736842105,0.5486611387232664,28.591620393740534
125,112.0,9.0,1580.0,2.256935831339756,0.7119839839468924,33.48101265822785,79.43037974683544,96.51898734177216,93.75,0.8144943333503177,33.48101265822785
126,12.0,6.0,80.0,1.4595991805618227,0.5646500404375777,70.0,90.0,98.75,91.66666666666666,0.4138168503036338,70.0
127,175.0,36.0,1666.0,2.6213549632682263,0.507039263149256,43.39735894357743,79.11164465786314,82.35294117647058,78.85714285714286,0.5161324214632566,43.39735894357743
128,101.0,38.0,702.0,3.1647060925179833,0.6030392158449167,43.58974358974359,72.36467236467237,77.06552706552706,66.33663366336634,0.62828592459715,43.58974358974359
129,491.0,97.0,14724.0,4.10548095902086,0.6220507841828341,25.95082857919044,64.13338766639501,68.9214887258897,72.91242362525459,0.6473010110343282,25.95082857919044
130,364.0,42.0,5680.0,2.881979711396268,0.5344603229813446,37.88732394366197,79.2605633802817,85.80985915492958,81.31868131868131,0.5405320499461986,37.88732394366197
131,319.0,51.0,4802.0,3.120706068715537,0.5501537491599513,43.02374010828821,75.15618492294878,80.07080383173678,75.54858934169279,0.5687957513849221,43.02374010828821
132,321.0,33.0,13365.0,1.498745034532419,0.2971110105732637,81.36176580621026,86.91358024691358,89.77927422371866,88.78504672897196,0.30369877072893225,81.36176580621026
133,237.0,13.0,4018.0,1.5588971364559532,0.4212734850978904,48.208063713290194,95.34594325535092,96.83922349427576,93.24894514767934,0.4568542134198662,48.208063713290194
134,51.0,14.0,306.0,1.6091883231509971,0.42265256486289055,77.12418300653596,82.35294117647058,86.60130718954248,80.3921568627451,0.4486909912295534,77.12418300653596
135,246.0,33.0,4878.0,2.2594968929112187,0.4479223548850267,56.97006970069701,83.96883968839688,88.37638376383764,84.5528455284553,0.4665416861699282,56.97006970069701
136,79.0,15.0,746.0,2.2938641669620607,0.5871329413576218,46.38069705093834,80.9651474530831,86.32707774798928,74.68354430379746,0.6081342499704482,46.38069705093834
137,106.0,10.0,1408.0,2.0791927296015538,0.625899378376537,50.78125,84.58806818181817,94.10511363636364,89.62264150943396,0.6522657814672834,50.78125
138,252.0,35.0,6901.0,3.1291636751196616,0.6100586894468949,32.11128821909868,63.17924938414723,81.90117374293581,85.31746031746032,0.6489013693222038,32.11128821909868
139,242.0,22.0,2771.0,2.147375435974267,0.481535679793753,46.77011909058102,85.34824972933959,90.4366654637315,88.42975206611571,0.4942079450352086,46.77011909058102
140,84.0,12.0,778.0,1.9317333240280985,0.5388433836168462,57.19794344473008,86.24678663239075,92.80205655526991,84.52380952380952,0.5679520254084675,57.19794344473008
141,144.0,28.0,1134.0,2.7271788579288163,0.5672930129239453,43.20987654320987,75.66137566137566,83.24514991181657,70.83333333333334,0.5947984624067323,43.20987654320987
142,354.0,65.0,9407.0,4.016383760379867,0.6669110697109941,36.207079834166045,58.679706601467,64.98352290847241,67.51412429378531,0.6686594882784721,36.207079834166045
143,288.0,35.0,5083.0,3.1439908551190117,0.6129493819570113,37.95002951013181,69.28978949439308,77.80838087743459,87.15277777777779,0.6481342559129728,37.95002951013181
144,5.0,5.0,17.0,1.6137129703673823,0.6949883477962155,64.70588235294117,88.23529411764706,100.0,80.0,0.7219280948873623,64.70588235294117
145,151.0,11.0,2082.0,2.248873043824973,0.6500700958242457,39.28914505283381,79.68299711815561,95.29298751200768,92.05298013245033,0.6938122394034375,39.28914505283381
146,217.0,68.0,3718.0,4.318698934714061,0.7094415271744013,20.333512641204948,55.45992469069392,64.6853146853147,59.44700460829493,0.7338855624291146,20.333512641204948
147,46.0,15.0,314.0,2.739343039494456,0.7011568336655173,32.802547770700635,76.75159235668791,84.71337579617835,73.91304347826086,0.7573750813983059,32.802547770700635
148,183.0,45.0,2614.0,3.7511893492150694,0.683046192863766,27.582249426166793,61.170619739862275,68.78347360367253,65.02732240437157,0.6816074935877912,27.582249426166793
149,299.0,31.0,4388.0,3.1663684618070196,0.6391285817981155,33.63719234275296,61.75934366453966,81.13035551504102,83.61204013377926,0.6420946634965172,33.63719234275296
150,118.0,13.0,1364.0,1.050284825602645,0.2838270328938781,84.1642228739003,93.32844574780059,96.8475073313783,91.52542372881356,0.3011904078962372,84.1642228739003
151,442.0,38.0,8727.0,2.2675044658214043,0.4320761786462849,43.34822963217601,86.97146785837057,90.56949696344677,88.46153846153845,0.4326246458194286,43.34822963217601
152,90.0,10.0,1299.0,1.870506919080795,0.5630786897403386,42.41724403387221,92.60969976905312,96.53579676674366,93.33333333333333,0.6847195684611269,42.41724403387221
153,117.0,21.0,1059.0,2.231415353944139,0.5080268885786615,42.965061378659115,83.66383380547686,87.62983947119925,78.63247863247864,0.5419506937668261,42.965061378659115
154,244.0,26.0,2973.0,2.2841820802805906,0.485950723177007,40.632357887655566,88.53010427177935,91.01917255297678,87.29508196721312,0.48289951543710624,40.632357887655566
155,74.0,22.0,654.0,2.6196464276958364,0.5874395330444245,38.379204892966364,79.0519877675841,84.70948012232415,71.62162162162163,0.6306760865169205,38.379204892966364
156,419.0,28.0,9459.0,2.412355302935288,0.5018051177928781,44.22243366106354,81.15022729675442,86.41505444550164,89.02147971360382,0.49491677352436636,44.22243366106354
157,185.0,19.0,3049.0,2.0066237149931365,0.4723771082822611,43.75204985241062,87.20892095769105,91.01344703181371,90.27027027027027,0.5033058031196497,43.75204985241062
158,191.0,60.0,6524.0,4.2187709481821285,0.7142117972048739,29.215205395462906,48.94236664622931,60.97486204782342,73.82198952879581,0.7457342658946458,29.215205395462906
159,314.0,36.0,5165.0,2.5314352560284594,0.48964641756355004,60.40658276863504,75.68247821878025,84.43368828654405,80.89171974522293,0.5181712752635084,60.40658276863504
160,402.0,12.0,15938.0,1.184285375772641,0.3303480512095757,71.38285857698583,96.71226000752917,98.75768603337934,97.01492537313433,0.3377972754605335,71.38285857698583
161,282.0,51.0,3770.0,3.802240414422874,0.670302416549986,28.0106100795756,58.11671087533157,68.75331564986737,69.8581560283688,0.6728585214768332,28.0106100795756
162,102.0,10.0,1036.0,2.234159458172657,0.6725490120063576,25.0,73.84169884169884,97.39382239382239,93.13725490196079,0.7436438665744124,25.0
163,39.0,4.0,173.0,1.082613880365962,0.541306940182981,64.73988439306359,98.84393063583815,100.0,97.43589743589743,0.6196938292313752,64.73988439306359
164,160.0,15.0,2899.0,1.0389954108063106,0.2659392131364461,86.65056916177993,90.85891686788547,93.65298378751294,91.25,0.286161941628253,86.65056916177993
165,329.0,136.0,5723.0,5.134777888301644,0.724487451054599,37.1483487681286,42.75729512493447,45.81513192381618,55.01519756838906,0.695471390658253,37.1483487681286
166,82.0,10.0,557.0,1.0721708124149523,0.3227555750123203,84.38061041292639,92.10053859964094,95.15260323159784,89.02439024390245,0.3165014989586878,84.38061041292639
167,177.0,40.0,2450.0,3.7123013491101773,0.6975481973678841,22.979591836734695,61.224489795918366,71.18367346938776,69.49152542372882,0.7174643359225635,22.979591836734695
168,200.0,15.0,5469.0,2.134523228895825,0.546348349578845,40.263302249040045,86.26805631742549,95.7579082099104,93.0,0.6037971307810128,40.263302249040045
169,47.0,9.0,454.0,1.3639753745183227,0.4302863234611909,78.19383259911893,87.00440528634361,94.49339207048459,82.97872340425532,0.4606267799781965,78.19383259911893
170,819.0,144.0,52065.0,4.532620041394258,0.6321711929319302,27.521367521367523,55.89359454527993,60.24392586190339,70.81807081807082,0.6413449440270482,27.521367521367523
171,254.0,20.0,3793.0,2.7097181923156537,0.6269697535044886,37.200105457421564,73.10835750065911,89.3488004218297,81.49606299212599,0.6348192767442745,37.200105457421564
172,189.0,46.0,1701.0,2.874479203306207,0.5204031793567768,62.66901822457378,67.90123456790124,72.25161669606113,67.72486772486772,0.5204845061606878,62.66901822457378
